ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10444,PLAP,8998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0,"For master's research, taken before a thesis director has been selected."
10445,PLAP,8999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For master's thesis, taken under the supervision of a thesis director."
10446,PLAP,9998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0,"For doctoral research, taken before a dissertation director has been selected."
10447,PLAP,9999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
10541,PLCP,2600,001,Seminar,"3","Yuri Urbanovich","MoTuWeThFr 10:30AM - 12:45PM","Nau Hall 141","Rise and Fall of the Soviet Union","",Open,0,19,0,"This course is about Russia and the Soviet Union. It is designed to explore some of  this country's major political themes of the twentieth century through an understanding of Russia's history, culture and politics."
12756,PLCP,3500,001,Lecture,"3","Geoffrey Gordon","MoTuWeThFr 1:00PM - 3:15PM","TBA","Special Topics in Comparative Politics","Elite Persistence in New Democ",Open,0,30,0,"Analysis of selected issues and concepts in comparative politics."
12757,PLCP,3500,002,Lecture,"3","Olyvia Christley","MoTuWeThFr 1:00PM - 3:15PM","TBA","Special Topics in Comparative Politics","Nationalism and Comp. Behavior",Open,0,30,0,"Analysis of selected issues and concepts in comparative politics."
12373,PLCP,3630,001,Lecture,"3","John Echeverri-Gent","MoTuWeThFr 10:30AM - 12:45PM","Nau Hall 141","Politics in India and Pakistan","",Open,0,30,0,"Surveys political development in India and Pakistan examining the process of nation-building, the causes of democratization and authoritarian rule, the development of ethnic and religious conflict, environmental politics, the political impact of cultural globalization, and gender-related political issues.  Prerequisite: Some background in comparative politics and/or study of history and society in South Asia."
10448,PLCP,8998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0,"For master's research, taken before a thesis director has been selected."
10449,PLCP,8999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For master's thesis, taken under the supervision of a thesis director."
10450,PLCP,9998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0,"For doctoral research, taken before a dissertation director has been selected."
10451,PLCP,9999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
12374,PLIR,1010,001,Lecture,"3","Todd Sechser","MoTuWeThFr 10:30AM - 12:45PM","New Cabell Hall 485","International Relations","",Open,0,30,0,"Studies the geographic, demographic, economic, and ideological factors conditioning the policies of states, and the methods and institutions of conflict and adjustment among states, including the functions of power, diplomacy, international law and organization."
12375,PLIR,4500,001,Seminar,"3","Jonah Schulhofer-Wohl","MoTuWeThFr 1:00PM - 3:15PM","New Cabell Hall 066","Special Topics in International Relations","Frontline Combat",Open,0,15,0,"Intensive analysis of selected issues and concepts in international relations.  Prerequisite: One course in PLIR or instructor permission."
10452,PLIR,8998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0,"For master's research, taken before a thesis director has been selected."
10453,PLIR,8999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For master's thesis, taken under the supervision of a thesis director."
10454,PLIR,9998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0,"For doctoral research, taken before a dissertation director has been selected."
10455,PLIR,9999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For doctoral dissertation, taken under the supervision of a dissertation director."
12376,PLPT,3050,001,Lecture,"3","Jordan Cash","MoTuWeThFr 1:00PM - 3:15PM","Wilson Hall 214","Survey of American Political Theory","",Open,0,30,0,"Surveys the development of the American tradition of free government emphasizing the major contributors and their critics."
12758,PLPT,3500,001,Seminar,"3","Daniel Henry","MoTuWeThFr 1:00PM - 3:15PM","TBA","Special Topics in Political Theory","",Open,0,30,0,"Special topics in political theory."
12759,PLPT,3500,002,Seminar,"3","Brittany Leach","MoTuWeThFr 1:00PM - 3:15PM","TBA","Special Topics in Political Theory","Intersectionality & Identity",Open,0,30,0,"Special topics in political theory."
10456,PLPT,8998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0,"For master's research, taken before a thesis director has been selected."
10457,PLPT,8999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For master's thesis, taken under the supervision of a thesis director."
10458,PLPT,9998,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0,"For doctoral research, taken before a dissertation director has been selected."
10459,PLPT,9999,001,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0,"For doctoral Dissertation, taken under the supervision of a dissertation director."
12428,PSHM,3080,101,Lecture,"3","Stephen Oliver","We 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Legal and Ethical Decision-Making in Health Care","",Open,0,25,0,"Provides an overview of the laws governing health care institutions and the ethical dilemmas facing health care managers and providers; reviews ethical principles utilized to examine health care issues. Evaluates the procedures followed by health care organizations in making legal and ethical decisions; addresses such contemporary issues as cloning, euthanasia, and organ donation. Prerequisite: Admission to BPHM or BIS program."
12429,PSHM,3805,101,Lecture,"3","Maria Kronenburg","Tu 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Health Information Systems and Applications","",Open,0,25,0,"Introduces foundational knowledge and emerging trends in health informatics, and examines how information systems can be utilized to improve patient care, health outcomes, efficiency, and quality. Provides knowledge on how health informatics can enhance evidence-based decision making, cost-management, and performance; analyzes key issues in data management, and confidentiality in health informatics. Prerequisite: Admission to BPHM or BIS Program."
12694,PSHM,4800,101,Practicum,"2","Maria Kronenburg","Th 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Health Sciences Management Internship I","",Closed,0,0,0,"Provides opportunity for students to apply knowledge & skills in health care management, administration, research and policy in real-world health care setting. Exposes students to other health care organizations & professionals, and various pressures that affect decision-making in the field. Challenges students to identify and develop new skills, alongside their personal career path & goals. Prerequisite: Final year of BPHM Program."
12695,PSHM,4801,101,Practicum,"1","Maria Kronenburg","Th 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Health Sciences Management Internship II","",Closed,0,0,0,"Provides opportunity for students to apply knowledge & skills in health care management, administration, research and policy in real-world health care setting. Exposes students to other health care organizations & professionals, and various pressures that affect decision-making in the field. Challenges students to identify and develop new skills, alongside their personal career path & goals. Prerequisite: Final year of BPHM Program."
12430,PSHM,5080,501,Lecture,"3","Stephen Oliver","We 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Legal and Ethical Decision-Making in Health Care","",Open,0,25,0,"Focuses on principles & theories of law related to healthcare delivery, management & administration. Examines the application of laws on healthcare liability prevention & the risks managers face. Explores legal & ethical issues in healthcare systems; and investigates the healthcare administrator as decision-maker, leader and moral agent. Evaluates situations with potential ethical/legal implications."
12431,PSHM,5805,501,Lecture,"3","Maria Kronenburg","Tu 7:00PM - 9:30PM","Web-Based Course-No class mtgs","Health Information Systems and Applications","",Open,0,25,0,"Examines how informatics in the health care industry improves patient care, health outcomes, efficiency, quality & evidence-based decision making; evaluates challenges and strategies for health care managers in implementing health information systems & their costs, benefits, and impacts in health care organizations. Analyzes key issues in data management, security, privacy and confidentiality. Prerequisite: Admission to HSM Graduate Certificate"
12440,PSMT,6030,701,Lecture,"3","John Duffy","Th 7:00PM - 10:00PM","Web-Based Course-No class mtgs","Customer Relationship Management","",Open,0,24,0,"Studies Customer Relationship Management (CRM) technologies and strategies.  Reviews various business approaches for managing all aspects of the customer lifecycle across the Internet and off-line channels."
12439,PSMT,6080,701,Lecture,"3","Rokesha Green","Tu 7:00PM - 10:00PM","Web-Based Course-No class mtgs","Mobile Marketing Strategies","",Open,0,24,0,"Provides an understanding of mobile marketing strategies, as well as practical knowledge of how to implement mobile marketing campaigns.  Includes building a mobile web site, creating text message campaigns, other mobile methods such as QR codes, and integrating mobile campaigns within the marketing mix."
12618,PSPA,5010,701,Lecture,"3","Celeste Greene","Mo 2:10AM - 2:11AM","Web-Based Course-No class mtgs","Public Policy Analysis","",Open,0,24,0,"Introduces tools and concepts in performing policy analysis.  Focuses on critical thinking skills to synthesize and evaluate theoretical models and policy alternatives.  Covers environmental policy, healthcare, welfare, terrorism, immigration, and foreign policy.  Links between federal, state, and local public policy and public administration."
12689,PSPA,5050,701,Lecture,"3","Celeste Greene","Mo 2:12AM - 2:13AM","Web-Based Course-No class mtgs","Environmental Policies and Practices","",Open,0,24,0,"Provides an overview of current environmental policies and practices at the federal, state, and local levels as well as global environmental issues. Covers such topics as environmental justice, sustainable development, resiliency; environmental risk, economic environmental issues; and the distributed effects of environmental pollution aross ethnic, racial, income and occupational groups."
12444,PSPM,5030,701,Lecture,"3","Edward Kropp","Mo 4:26AM - 4:27AM","Web-Based Course-No class mtgs","Introduction to Project Management","",Open,0,24,0,"Introduces students to the various aspects of the project life cycle and project management. Explores best practices and the application of these best practices for project success."
12445,PSPM,5240,701,Lecture,"3","Michael Powers","Mo 4:28AM - 4:29AM","Web-Based Course-No class mtgs","Introduction to Purchasing for Project Managers","",Open,0,24,0,"Explores the important role that contracting and purchasing play in the project environment, especially in light of meeting or exceeding goals."
12447,PSPM,5290,701,Lecture,"3","Susan Parente","Mo 4:32AM - 4:33AM","Web-Based Course-No class mtgs","Principles and Practices of Agile Project Management","",Open,0,24,0,"Introduce Agile Project Management as an iterative and incremental method of managing the project design and build activities for engineering, information technology, and new product or service development projects in a highly flexible and interactive manner. Provides thorough exposure to agile and lean methods, and explores differences between these methods and traditional techniques."
10695,PST,4999,001,Seminar,"6","Michael Smith","Mo 8:00AM - 9:00AM","TBA","Thesis in Political and Social Thought","",Open,0,1,0,"Prepared with the advice of two faculty members, the fourth-year PST thesis is a substantial, independent, year-long project built upon the student's prior study in the program.  Prerequisite: PST major."
10781,PSYC,1010,001,Lecture,"3","Blair Gross","MoTuWeThFr 1:00PM - 3:15PM","Gilmer Hall 166","Introductory Psychology","",Open,0,30,0,"Overview of psychology from both the natural science and social science perspectives. Topics include biological bases of behavior, sensory and perceptual processes, learning, motivation, thought, maturational and developmental changes, individual differences, personality, social behavior, and abnormal psychology. In some terms an optional one credit discussion section (graded S/U) is offered. An optional weekly review session is offered for those who wish to attend."
